"","V1","V2","V3","V4","V5","V6","V7","V8","y"
"388",0.38,0.34,0.55,0.44,0.5,0,0.48,0.26,-1
"389",0.63,0.64,0.49,0.2,0.5,0,0.52,0.25,-1
"390",0.48,0.44,0.46,0.37,0.5,0,0.46,0.36,-1
"391",0.5,0.49,0.46,0.22,0.5,0,0.53,0.25,-1
"392",0.62,0.42,0.47,0.16,0.5,0,0.52,0.22,-1
"393",0.5,0.45,0.52,0.18,0.5,0,0.52,0.22,-1
"394",0.59,0.51,0.47,0.21,0.5,0,0.47,0.22,-1
"395",0.39,0.47,0.49,0.2,0.5,0,0.53,0.26,-1
"396",0.49,0.48,0.52,0.24,0.5,0,0.5,0.22,-1
"397",0.59,0.48,0.49,0.42,0.5,0,0.52,0.22,-1
"398",0.57,0.35,0.5,0.43,0.5,0,0.53,0.22,-1
"399",0.61,0.52,0.5,0.44,0.5,0,0.53,0.22,-1
"400",0.63,0.43,0.48,0.11,0.5,0,0.51,0.22,-1
"401",0.63,0.43,0.48,0.11,0.5,0,0.51,0.22,-1
"402",0.52,0.45,0.53,0.34,0.5,0,0.52,0.44,-1
"403",0.54,0.48,0.55,0.33,0.5,0,0.55,0.4,-1
"404",0.42,0.5,0.59,0.17,0.5,0,0.51,0.22,-1
"405",0.54,0.55,0.55,0.4,0.5,0,0.53,0.22,-1
"406",0.31,0.31,0.57,0.15,0.5,0,0.5,0.22,-1
"407",0.38,0.42,0.5,0.19,0.5,0,0.44,0.22,-1
"408",0.33,0.36,0.62,0.26,0.5,0,0.55,0.22,-1
"409",0.38,0.42,0.5,0.19,0.5,0,0.44,0.22,-1
"410",0.47,0.56,0.58,0.19,0.5,0,0.44,0.64,-1
"411",0.32,0.32,0.52,0.18,0.5,0,0.48,0.34,-1
"412",0.28,0.27,0.5,0.14,0.5,0,0.5,0.28,-1
"413",0.41,0.46,0.57,0.25,0.5,0,0.57,0.38,-1
"414",0.44,0.54,0.51,0.16,0.5,0,0.58,0.22,-1
"415",0.44,0.55,0.51,0.16,0.5,0,0.6,0.22,-1
"416",0.4,0.56,0.53,0.15,0.5,0,0.49,0.22,-1
"417",0.58,0.55,0.51,0.13,0.5,0,0.52,0.22,-1
"418",0.55,0.69,0.51,0.12,0.5,0,0.51,0.22,-1
"419",0.44,0.49,0.49,0.27,0.5,0,0.52,0.22,-1
"420",0.25,0.26,0.53,0.17,0.5,0,0.45,0.22,-1
"421",0.49,0.46,0.54,0.18,0.5,0,0.35,0.22,-1
"422",0.42,0.37,0.54,0.17,0.5,0,0.51,0.22,-1
"423",0.42,0.45,0.75,0.21,0.5,0,0.48,0.22,-1
"424",0.39,0.45,0.75,0.17,0.5,0,0.51,0.22,-1
"425",0.63,0.54,0.53,0.27,0.5,0,0.49,0.22,-1
"426",0.54,0.43,0.48,0.27,0.5,0,0.44,0.41,-1
"427",0.4,0.44,0.5,0.13,0.5,0,0.52,0.39,-1
"428",0.62,0.6,0.54,0.22,0.5,0,0.54,0.27,-1
"429",0.33,0.46,0.53,0.12,0.5,0,0.5,0.27,-1
"430",0.57,0.36,0.51,0.25,0.5,0,0.54,0.25,-1
"431",0.45,0.76,0.51,0.25,0.5,0,0.59,0.22,-1
"432",0.48,0.44,0.51,0.24,0.5,0,0.49,0.22,-1
"433",0.59,0.64,0.44,0.26,0.5,0,0.5,0.22,-1
"434",0.79,0.56,0.53,0.19,0.5,0,0.47,0.35,-1
"435",0.52,0.5,0.6,0.2,0.5,0,0.52,0.22,-1
"436",0.59,0.46,0.57,0.17,0.5,0,0.52,0.22,-1
"437",0.53,0.42,0.53,0.19,0.5,0,0.47,0.22,-1
"438",0.59,0.46,0.55,0.17,0.5,0,0.52,0.25,-1
"439",0.66,0.54,0.53,0.17,0.5,0,0.54,0.22,-1
"440",0.52,0.51,0.48,0.12,0.5,0,0.54,0.31,-1
"441",0.56,0.46,0.51,0.25,0.5,0,0.54,0.22,-1
"442",0.47,0.46,0.49,0.27,0.5,0,0.59,0.22,-1
"443",0.5,0.46,0.49,0.27,0.5,0,0.6,0.22,-1
"444",0.5,0.44,0.57,0.28,0.5,0,0.57,0.22,-1
"445",0.46,0.47,0.62,0.3,0.5,0,0.38,0.22,-1
"446",0.59,0.7,0.46,0.19,0.5,0,0.54,0.44,-1
"447",0.19,0.41,0.55,0.13,0.5,0,0.52,0.25,-1
"448",0.27,0.43,0.5,0.13,0.5,0,0.54,0.31,-1
"449",0.42,0.46,0.44,0.17,0.5,0,0.51,0.42,-1
"450",0.48,0.39,0.56,0.23,0.5,0,0.6,0.22,-1
"451",0.47,0.59,0.56,0.09,0.5,0,0.5,0.22,-1
"452",0.4,0.28,0.58,0.44,0.5,0,0.41,0.22,-1
"453",0.54,0.35,0.55,0.19,0.5,0,0.3,0.22,-1
"454",0.51,0.49,0.48,0.55,0.5,0,0.52,0.58,-1
"455",0.5,0.55,0.52,0.16,0.5,0,0.51,0.31,-1
"456",0.65,0.63,0.47,0.22,0.5,0,0.52,0.27,-1
"457",0.41,0.48,0.51,0.2,0.5,0,0.51,0.22,-1
"458",0.25,0.4,0.54,0.16,0.5,0,0.43,0.22,-1
"459",0.63,0.56,0.52,0.21,0.5,0,0.5,0.22,-1
"460",0.56,0.68,0.42,0.36,0.5,0,0.49,0.22,-1
"461",0.46,0.52,0.51,0.13,0.5,0,0.47,0.22,-1
"462",0.5,0.4,0.57,0.17,0.5,0,0.59,0.22,-1
"463",0.53,0.52,0.49,0.27,0.5,0,0.51,0.22,-1
"464",0.5,0.47,0.56,0.31,0.5,0,0.56,0.26,-1
"465",0.24,0.25,0.57,0.28,0.5,0,0.51,0.11,-1
"466",0.4,0.4,0.43,0.19,0.5,0.83,0.48,0.22,1
"467",0.57,0.52,0.46,0.2,0.5,0.83,0.52,0.41,1
"468",0.59,0.48,0.49,0.49,0.5,0,0.36,0.32,-1
"469",0.64,0.44,0.56,0.15,0.5,0,0.56,0.22,-1
"470",0.48,0.58,0.47,0.17,0.5,0,0.53,0.74,-1
"471",0.82,0.63,0.47,0.18,0.5,0,0.5,0.22,1
"472",0.47,0.5,0.6,0.63,0.5,0,0.38,0.16,-1
"473",0.47,0.38,0.58,0.19,0.5,0,0.57,0.22,-1
"474",0.41,0.45,0.46,0.23,0.5,0,0.5,0.7,-1
"475",0.74,0.75,0.45,0.44,0.5,0,0.52,0.22,1
"476",0.38,0.48,0.57,0.3,0.5,0,0.41,0.11,-1
"477",0.6,0.61,0.54,0.11,0.5,0,0.46,0.22,-1
"478",0.48,0.61,0.57,0.17,0.5,0,0.45,0.22,-1
"479",0.71,0.5,0.5,0.18,0.5,0,0.46,0.22,-1
"480",0.61,0.48,0.54,0.25,0.5,0,0.5,0.22,-1
"481",0.38,0.32,0.64,0.41,0.5,0,0.44,0.11,-1
"482",0.38,0.4,0.66,0.35,0.5,0,0.43,0.11,-1
