"","V1","V2","V3","V4","V5","V6","V7","V8","y"
"370","I",0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,-1
"371","I",0.465,0.37,0.11,0.445,0.1635,0.096,0.166,-1
"372","M",0.565,0.415,0.125,0.667,0.302,0.1545,0.185,-1
"373","I",0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,-1
"374","M",0.46,0.345,0.11,0.4595,0.235,0.0885,0.116,-1
"375","M",0.425,0.33,0.08,0.361,0.134,0.0825,0.125,-1
"376","M",0.385,0.295,0.095,0.335,0.147,0.094,0.09,-1
"377","I",0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,-1
"378","I",0.475,0.365,0.1,0.1315,0.2025,0.0875,0.123,-1
"379","I",0.37,0.275,0.09,0.2065,0.096,0.0395,0.058,-1
"380","I",0.43,0.34,0.11,0.3645,0.159,0.0855,0.105,-1
"381","I",0.335,0.26,0.09,0.1965,0.0875,0.041,0.056,-1
"382","M",0.54,0.41,0.13,0.56,0.2375,0.1065,0.175,-1
"383","I",0.47,0.355,0.145,0.4485,0.156,0.102,0.123,-1
"384","I",0.47,0.355,0.115,0.4155,0.167,0.084,0.139,-1
"385","I",0.36,0.265,0.09,0.2055,0.096,0.037,0.0585,-1
"386","F",0.51,0.375,0.11,0.5805,0.2865,0.118,0.148,-1
"387","I",0.36,0.25,0.115,0.465,0.21,0.1055,0.128,-1
"388","F",0.485,0.365,0.15,0.9145,0.4145,0.199,0.273,-1
"389","F",0.425,0.35,0.1,0.4425,0.175,0.0755,0.175,-1
"390","I",0.39,0.31,0.085,0.344,0.181,0.0695,0.079,-1
"391","I",0.425,0.3,0.095,0.3515,0.141,0.0775,0.12,-1
"392","M",0.465,0.355,0.105,0.4795,0.227,0.124,0.125,-1
"393","F",0.45,0.355,0.105,0.5225,0.237,0.1165,0.145,-1
"394","I",0.52,0.41,0.12,0.595,0.2385,0.111,0.19,-1
"395","F",0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22,-1
"396","M",0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,-1
"397","M",0.47,0.385,0.135,0.5895,0.2765,0.12,0.17,-1
"398","M",0.52,0.4,0.12,0.58,0.234,0.1315,0.185,-1
"399","M",0.475,0.355,0.12,0.48,0.234,0.1015,0.135,-1
"400","F",0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,-1
"401","M",0.47,0.375,0.13,0.523,0.214,0.132,0.145,-1
"402","M",0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,-1
"403","I",0.385,0.29,0.085,0.2505,0.112,0.061,0.08,-1
"404","F",0.425,0.33,0.115,0.406,0.1635,0.081,0.1355,-1
"405","M",0.525,0.435,0.155,1.065,0.486,0.233,0.285,-1
"406","I",0.315,0.245,0.085,0.1435,0.053,0.0475,0.05,-1
"407","I",0.355,0.275,0.085,0.22,0.092,0.06,0.15,-1
"408","M",0.42,0.335,0.115,0.369,0.171,0.071,0.12,-1
"409","I",0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,-1
"410","M",0.45,0.35,0.13,0.46,0.174,0.111,0.135,-1
"411","F",0.415,0.305,0.13,0.32,0.1305,0.0755,0.105,-1
"412","I",0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,-1
"413","I",0.33,0.255,0.085,0.1655,0.063,0.039,0.06,-1
"414","M",0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,-1
"415","M",0.37,0.28,0.1,0.252,0.1065,0.0595,0.074,-1
"416","M",0.36,0.295,0.105,0.241,0.0865,0.053,0.095,-1
"417","I",0.36,0.28,0.09,0.2255,0.0885,0.04,0.09,-1
"418","F",0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,-1
"419","F",0.46,0.425,0.155,0.746,0.3005,0.152,0.24,-1
"420","I",0.375,0.305,0.115,0.2715,0.092,0.074,0.09,-1
"421","F",0.61,0.495,0.185,1.153,0.536,0.2905,0.245,-1
"422","M",0.47,0.38,0.145,0.5865,0.2385,0.144,0.185,-1
"423","M",0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,-1
"424","M",0.57,0.44,0.095,0.827,0.3395,0.2215,0.235,-1
"425","I",0.29,0.225,0.07,0.101,0.036,0.0235,0.035,-1
"426","I",0.335,0.26,0.1,0.192,0.0785,0.0585,0.07,-1
"427","M",0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117,-1
"428","M",0.255,0.195,0.065,0.08,0.0315,0.018,0.027,-1
"429","F",0.44,0.34,0.105,0.364,0.148,0.0805,0.1175,-1
"430","F",0.38,0.305,0.095,0.2815,0.1255,0.0525,0.09,-1
"431","M",0.355,0.265,0.09,0.168,0.05,0.041,0.063,-1
"432","M",0.355,0.265,0.085,0.201,0.069,0.053,0.0695,-1
"433","I",0.485,0.375,0.14,0.521,0.2,0.123,0.17,-1
"434","M",0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,-1
"435","I",0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,-1
"436","F",0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,-1
"437","M",0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,-1
"438","M",0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225,-1
"439","F",0.55,0.43,0.125,0.923,0.4035,0.175,0.283,-1
"440","F",0.595,0.48,0.16,1.2095,0.5225,0.296,0.32,-1
"441","F",0.64,0.51,0.165,1.486,0.7595,0.332,0.321,-1
"442","I",0.315,0.23,0.07,0.144,0.053,0.0305,0.04,-1
"443","I",0.435,0.325,0.12,0.3995,0.1815,0.061,0.1125,-1
"444","I",0.45,0.355,0.105,0.4445,0.197,0.093,0.1335,-1
"445","M",0.47,0.365,0.12,0.612,0.327,0.15,0.14,-1
"446","F",0.47,0.365,0.12,0.582,0.29,0.092,0.146,-1
"447","M",0.48,0.36,0.1,0.439,0.194,0.099,0.115,-1
"448","M",0.49,0.385,0.125,0.649,0.32,0.124,0.1695,-1
"449","I",0.505,0.39,0.15,0.685,0.362,0.131,0.156,-1
"450","I",0.505,0.355,0.125,0.601,0.25,0.1205,0.185,-1
"451","M",0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,-1
"452","M",0.51,0.41,0.145,0.796,0.3865,0.1815,0.1955,-1
"453","F",0.515,0.43,0.14,0.834,0.367,0.2,0.23,-1
"454","F",0.525,0.415,0.14,0.724,0.3475,0.173,0.175,-1
"455","F",0.53,0.425,0.15,0.8495,0.328,0.232,0.202,-1
"456","F",0.535,0.4,0.135,0.8215,0.3935,0.196,0.205,-1
"457","M",0.535,0.43,0.14,0.7165,0.2855,0.1595,0.2155,-1
"458","M",0.535,0.435,0.14,0.874,0.3735,0.229,0.2195,-1
"459","F",0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,-1
"460","F",0.57,0.455,0.15,1.107,0.54,0.255,0.27,-1
"461","M",0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,-1
"462","F",0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276,-1
"463","F",0.58,0.45,0.145,1.137,0.5585,0.22,0.29,-1
"464","M",0.59,0.47,0.16,1.206,0.479,0.2425,0.309,-1
"465","F",0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,-1
"466","F",0.615,0.48,0.16,1.2525,0.585,0.2595,0.33,-1
"467","M",0.63,0.485,0.155,1.278,0.637,0.275,0.31,-1
"468","M",0.63,0.48,0.15,1.1785,0.5185,0.248,0.3235,-1
"469","M",0.645,0.52,0.175,1.561,0.709,0.3555,0.4,-1
"470","F",0.645,0.505,0.165,1.4325,0.684,0.308,0.336,-1
"471","M",0.69,0.525,0.175,1.7005,0.8255,0.362,0.405,-1
"472","I",0.445,0.335,0.11,0.411,0.1985,0.0935,0.109,-1
"473","I",0.45,0.365,0.125,0.462,0.2135,0.0985,0.1315,-1
"474","I",0.48,0.38,0.125,0.6245,0.3395,0.1085,0.1665,-1
"475","I",0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,-1
"476","I",0.51,0.38,0.115,0.5155,0.215,0.1135,0.166,-1
"477","I",0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,-1
"478","I",0.52,0.38,0.135,0.5395,0.2295,0.133,0.157,-1
"479","I",0.52,0.38,0.125,0.5545,0.288,0.1295,0.167,-1
"480","I",0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,-1
"481","I",0.53,0.4,0.125,0.617,0.279,0.127,0.19,-1
"482","F",0.55,0.415,0.135,0.8145,0.427,0.1855,0.175,-1
"483","F",0.55,0.43,0.15,0.84,0.395,0.195,0.223,-1
"484","M",0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215,-1
"485","F",0.56,0.44,0.155,0.6405,0.336,0.1765,0.245,-1
"486","M",0.56,0.415,0.145,0.852,0.43,0.1885,0.205,-1
"487","I",0.57,0.44,0.15,0.755,0.3425,0.16,0.224,-1
"488","M",0.58,0.455,0.15,1.114,0.4765,0.2155,0.265,-1
"489","M",0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,-1
"490","M",0.59,0.47,0.15,0.9955,0.481,0.232,0.24,-1
"491","M",0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,-1
"492","F",0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,-1
"493","M",0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,-1
"494","M",0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,-1
"495","M",0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,-1
"496","F",0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,-1
"497","M",0.625,0.48,0.185,1.2065,0.587,0.29,0.286,-1
"498","M",0.665,0.525,0.16,1.363,0.629,0.279,0.34,-1
"499","M",0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,-1
"500","I",0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,-1
"501","I",0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,-1
"502","I",0.38,0.27,0.08,0.2105,0.0865,0.042,0.07,-1
"503","I",0.385,0.28,0.085,0.2175,0.097,0.038,0.067,-1
"504","I",0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,-1
"505","I",0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,-1
"506","I",0.43,0.34,0,0.428,0.2065,0.086,0.115,-1
"507","I",0.43,0.315,0.095,0.378,0.175,0.08,0.1045,-1
"508","I",0.455,0.345,0.105,0.4005,0.164,0.0755,0.126,-1
"509","F",0.455,0.365,0.115,0.4305,0.184,0.108,0.1245,-1
"510","I",0.455,0.33,0.1,0.372,0.358,0.0775,0.11,-1
"511","F",0.46,0.365,0.125,0.4785,0.206,0.1045,0.141,-1
"512","I",0.47,0.365,0.1,0.411,0.175,0.0855,0.135,-1
"513","I",0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,-1
"514","I",0.47,0.355,0.12,0.393,0.167,0.0885,0.115,-1
"515","I",0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,-1
"516","I",0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,-1
"517","I",0.475,0.36,0.11,0.492,0.211,0.11,0.15,-1
"518","I",0.48,0.355,0.115,0.4725,0.2065,0.112,0.132,-1
"519","I",0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,-1
"520","I",0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,-1
"521","M",0.495,0.395,0.12,0.553,0.224,0.1375,0.167,-1
"522","I",0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,-1
"523","I",0.505,0.395,0.105,0.551,0.248,0.103,0.171,-1
"524","I",0.535,0.415,0.15,0.5765,0.3595,0.135,0.225,-1
"525","I",0.545,0.435,0.135,0.7715,0.372,0.148,0.227,-1
"526","I",0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,-1
"527","F",0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,-1
"528","M",0.565,0.445,0.15,0.796,0.3635,0.184,0.219,-1
"529","F",0.58,0.445,0.15,0.858,0.4,0.156,0.253,-1
"530","M",0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,-1
"531","I",0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,-1
"532","M",0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,-1
"533","I",0.46,0.355,0.11,0.436,0.1975,0.096,0.125,-1
"534","M",0.475,0.37,0.125,0.649,0.347,0.136,0.142,-1
"535","M",0.485,0.39,0.085,0.6435,0.2945,0.103,0.198,-1
"536","I",0.515,0.395,0.125,0.556,0.2695,0.096,0.17,-1
"537","M",0.52,0.4,0.125,0.559,0.254,0.139,0.149,-1
"538","M",0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,-1
"539","M",0.53,0.4,0.125,0.7575,0.398,0.151,0.175,-1
"540","F",0.56,0.43,0.15,0.8745,0.453,0.161,0.22,-1
"541","M",0.57,0.445,0.15,0.9875,0.504,0.207,0.249,-1
"542","M",0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,-1
"543","M",0.585,0.455,0.15,0.906,0.4095,0.23,0.2335,-1
"544","M",0.59,0.44,0.15,0.8725,0.387,0.215,0.245,-1
"545","F",0.59,0.46,0.145,0.9905,0.453,0.2205,0.275,-1
"546","M",0.6,0.455,0.155,0.945,0.4365,0.2085,0.25,-1
"547","I",0.615,0.475,0.13,0.8425,0.353,0.1915,0.251,-1
"548","F",0.62,0.435,0.155,1.012,0.477,0.236,0.275,-1
"549","M",0.635,0.51,0.185,1.308,0.544,0.318,0.377,-1
"550","M",0.65,0.485,0.14,1.175,0.475,0.2435,0.215,-1
"551","I",0.36,0.27,0.095,0.2,0.073,0.056,0.061,-1
"552","I",0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,-1
"553","I",0.385,0.3,0.09,0.308,0.1525,0.056,0.0835,-1
"554","I",0.41,0.3,0.09,0.304,0.129,0.071,0.0955,-1
"555","I",0.425,0.325,0.11,0.317,0.135,0.048,0.09,-1
"556","I",0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,-1
"557","I",0.47,0.355,0.125,0.499,0.21,0.0985,0.155,-1
"558","I",0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,-1
"559","I",0.48,0.37,0.12,0.536,0.251,0.114,0.15,-1
"560","M",0.48,0.355,0.16,0.464,0.221,0.106,0.239,-1
"561","I",0.49,0.375,0.115,0.4615,0.204,0.0945,0.143,-1
"562","I",0.49,0.4,0.135,0.624,0.3035,0.1285,0.169,-1
"563","I",0.495,0.37,0.125,0.4715,0.2075,0.091,0.15,-1
"564","I",0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,-1
"565","I",0.5,0.4,0.12,0.616,0.261,0.143,0.1935,-1
"566","I",0.5,0.39,0.12,0.5955,0.2455,0.147,0.173,-1
"567","I",0.515,0.395,0.125,0.6635,0.32,0.14,0.17,-1
"568","I",0.515,0.39,0.125,0.5705,0.238,0.1265,0.185,-1
"569","M",0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,-1
"570","I",0.525,0.38,0.135,0.615,0.261,0.159,0.175,-1
"571","I",0.54,0.425,0.135,0.686,0.3475,0.1545,0.213,-1
"572","I",0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725,-1
"573","I",0.545,0.42,0.125,0.717,0.358,0.112,0.22,-1
"574","I",0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,-1
"575","I",0.55,0.425,0.15,0.7665,0.339,0.176,0.21,-1
"576","I",0.555,0.435,0.14,0.765,0.3945,0.15,0.206,-1
"577","F",0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,-1
"578","M",0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,-1
"579","F",0.575,0.465,0.195,0.9965,0.417,0.247,0.47,-1
"580","F",0.58,0.435,0.15,0.834,0.428,0.1515,0.23,-1
"581","F",0.595,0.435,0.15,0.9,0.4175,0.17,0.265,-1
"582","I",0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,-1
"583","F",0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,-1
"584","I",0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,-1
"585","M",0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,-1
"586","F",0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,-1
"587","F",0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995,-1
"588","I",0.435,0.3,0.12,0.5965,0.259,0.139,0.1645,-1
"589","I",0.455,0.325,0.135,0.82,0.4005,0.1715,0.211,-1
"590","I",0.455,0.345,0.11,0.434,0.207,0.0855,0.1215,-1
"591","I",0.485,0.365,0.105,0.5205,0.195,0.123,0.182,-1
"592","F",0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,-1
"593","M",0.515,0.395,0.135,1.007,0.472,0.2495,0.252,-1
"594","M",0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105,-1
"595","F",0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795,-1
"596","I",0.585,0.45,0.15,0.8915,0.3975,0.2035,0.253,-1
"597","F",0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31,-1
"598","I",0.39,0.31,0.105,0.2665,0.1185,0.0525,0.081,-1
"599","I",0.415,0.31,0.095,0.311,0.1125,0.0625,0.115,-1
"600","I",0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12,-1
"601","I",0.435,0.33,0.105,0.335,0.156,0.0555,0.105,-1
"602","I",0.485,0.36,0.12,0.5155,0.2465,0.1025,0.147,-1
"603","I",0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165,-1
"604","I",0.495,0.375,0.14,0.494,0.181,0.0975,0.191,-1
"605","I",0.505,0.4,0.145,0.7045,0.334,0.1425,0.207,-1
"606","I",0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184,-1
"607","I",0.525,0.405,0.145,0.6965,0.3045,0.1535,0.21,-1
"608","I",0.53,0.43,0.14,0.677,0.298,0.0965,0.23,-1
"609","M",0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,-1
"610","M",0.61,0.48,0.14,1.031,0.4375,0.2615,0.27,-1
"611","F",0.61,0.46,0.155,0.957,0.4255,0.1975,0.265,-1
"612","I",0.415,0.325,0.11,0.316,0.1385,0.0795,0.0925,-1
"613","M",0.45,0.33,0.105,0.4955,0.2575,0.082,0.129,-1
"614","I",0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,-1
"615","I",0.32,0.255,0.085,0.1745,0.072,0.033,0.057,-1
"616","I",0.325,0.24,0.07,0.152,0.0565,0.0305,0.054,-1
"617","I",0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,-1
"618","I",0.405,0.31,0.09,0.312,0.138,0.06,0.087,-1
"619","I",0.445,0.32,0.12,0.378,0.152,0.0825,0.12,-1
"620","M",0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,-1
"621","M",0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,-1
"622","I",0.48,0.35,0.135,0.5465,0.2735,0.0995,0.158,-1
"623","M",0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,-1
"624","F",0.5,0.38,0.14,0.6355,0.277,0.143,0.1785,-1
"625","M",0.525,0.385,0.1,0.5115,0.246,0.1005,0.1455,-1
"626","M",0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,-1
"627","F",0.535,0.42,0.13,0.699,0.3125,0.1565,0.2035,-1
"628","M",0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605,-1
"629","F",0.61,0.43,0.14,0.909,0.438,0.2,0.22,-1
"630","M",0.61,0.48,0.165,1.2435,0.5575,0.2675,0.372,-1
"631","M",0.65,0.5,0.14,1.238,0.6165,0.2355,0.32,-1
"632","F",0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,-1
"633","M",0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,-1
"634","M",0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,-1
"635","F",0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,-1
"636","M",0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,-1
"637","F",0.44,0.33,0.115,0.4005,0.143,0.113,0.12,-1
"638","M",0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,-1
"639","F",0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,-1
"640","F",0.43,0.325,0.12,0.445,0.165,0.0995,0.155,-1
"641","F",0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2,-1
"642","I",0.46,0.335,0.11,0.444,0.225,0.0745,0.11,-1
"643","F",0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,-1
"644","M",0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,-1
"645","M",0.43,0.335,0.115,0.406,0.166,0.0935,0.135,-1
"646","M",0.475,0.36,0.12,0.578,0.2825,0.12,0.17,-1
"647","I",0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,-1
"648","I",0.315,0.24,0.07,0.137,0.0545,0.0315,0.04,-1
"649","I",0.395,0.325,0.105,0.306,0.111,0.0735,0.095,-1
"650","I",0.42,0.325,0.115,0.354,0.1625,0.064,0.105,-1
"651","F",0.43,0.34,0.11,0.382,0.154,0.0955,0.109,-1
"652","F",0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,-1
"653","I",0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,-1
"654","M",0.44,0.325,0.08,0.413,0.144,0.1015,0.13,-1
"655","F",0.37,0.275,0.08,0.227,0.093,0.0625,0.07,-1
"656","F",0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,-1
"657","I",0.355,0.26,0.09,0.1925,0.077,0.038,0.065,-1
"658","I",0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,-1
"659","M",0.465,0.375,0.11,0.5,0.21,0.113,0.1505,-1
"660","F",0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,-1
"661","I",0.47,0.37,0.11,0.5555,0.25,0.115,0.163,-1
"662","F",0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,-1
"663","M",0.5,0.4,0.13,0.7715,0.37,0.16,0.211,-1
"664","F",0.6,0.5,0.155,1.332,0.6235,0.2835,0.35,-1
"665","I",0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325,-1
"666","I",0.475,0.355,0.105,0.468,0.201,0.1115,0.12,-1
"667","M",0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,-1
"668","F",0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,-1
"669","F",0.55,0.425,0.125,0.964,0.5475,0.159,0.215,-1
"670","F",0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,-1
"671","F",0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,-1
"672","F",0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,-1
"673","F",0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248,-1
"674","F",0.6,0.46,0.15,1.235,0.6025,0.274,0.29,-1
"675","M",0.61,0.48,0.15,1.1495,0.564,0.274,0.264,-1
"676","M",0.615,0.47,0.155,1.2,0.5085,0.32,0.292,-1
"677","F",0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,-1
"678","M",0.63,0.48,0.165,1.286,0.604,0.271,0.35,-1
"679","M",0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,-1
"680","I",0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,-1
"681","I",0.485,0.375,0.13,0.5535,0.266,0.112,0.157,-1
"682","I",0.49,0.375,0.125,0.5445,0.279,0.115,0.13,-1
"683","M",0.49,0.38,0.11,0.554,0.2935,0.1005,0.15,-1
"684","I",0.51,0.395,0.155,0.5395,0.2465,0.1085,0.167,-1
"685","I",0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,-1
"686","I",0.55,0.42,0.13,0.636,0.294,0.144,0.1755,-1
"687","F",0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,-1
"688","I",0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,-1
"689","F",0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,-1
"690","M",0.58,0.455,0.13,0.852,0.41,0.1725,0.225,-1
"691","F",0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,-1
"692","M",0.59,0.47,0.15,0.861,0.413,0.164,0.249,-1
"693","F",0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,-1
"694","F",0.595,0.465,0.15,1.1005,0.5415,0.166,0.265,-1
"695","M",0.63,0.465,0.15,1.027,0.537,0.188,0.176,-1
"696","I",0.375,0.29,0.14,0.3,0.14,0.0625,0.0825,-1
"697","I",0.395,0.32,0.1,0.3075,0.149,0.0535,0.09,-1
"698","I",0.41,0.315,0.1,0.3,0.124,0.0575,0.1,-1
"699","I",0.41,0.325,0.11,0.326,0.1325,0.075,0.101,-1
"700","I",0.42,0.325,0.115,0.314,0.1295,0.0635,0.1,-1
"701","I",0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,-1
"702","M",0.45,0.325,0.115,0.4305,0.2235,0.0785,0.1155,-1
"703","I",0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,-1
"704","I",0.46,0.35,0.1,0.471,0.252,0.077,0.123,-1
"705","I",0.46,0.345,0.105,0.415,0.187,0.087,0.11,-1
"706","I",0.485,0.38,0.125,0.5215,0.2215,0.118,0.16,-1
"707","I",0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,-1
"708","I",0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805,-1
"709","I",0.515,0.39,0.11,0.531,0.2415,0.098,0.1615,-1
"710","I",0.525,0.385,0.13,0.607,0.2355,0.125,0.195,-1
"711","I",0.525,0.4,0.13,0.6445,0.345,0.1285,0.2,-1
"712","F",0.545,0.44,0.15,0.9475,0.366,0.239,0.275,-1
"713","F",0.555,0.445,0.175,1.1465,0.551,0.244,0.2785,-1
"714","F",0.585,0.455,0.13,0.8755,0.411,0.2065,0.225,-1
"715","M",0.6,0.48,0.09,1.05,0.457,0.2685,0.28,-1
"716","I",0.36,0.27,0.09,0.232,0.12,0.0435,0.056,-1
"717","I",0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405,-1
"718","F",0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,-1
"719","M",0.57,0.42,0.14,0.8745,0.416,0.165,0.25,-1
"720","F",0.58,0.445,0.135,0.95,0.484,0.182,0.2325,-1
"721","M",0.625,0.5,0.13,1.082,0.5785,0.2045,0.25,-1
"722","F",0.645,0.49,0.16,1.144,0.5015,0.289,0.319,-1
"723","I",0.4,0.315,0.09,0.3245,0.151,0.073,0.088,-1
"724","F",0.465,0.35,0.11,0.4085,0.165,0.102,0.131,-1
"725","I",0.47,0.385,0.13,0.587,0.264,0.117,0.174,-1
"726","I",0.475,0.375,0.11,0.494,0.211,0.109,0.1545,-1
"727","I",0.495,0.375,0.12,0.614,0.2855,0.1365,0.161,-1
"728","I",0.5,0.37,0.12,0.5445,0.249,0.1065,0.152,-1
"729","I",0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17,-1
"730","M",0.505,0.365,0.115,0.521,0.25,0.096,0.15,-1
"731","I",0.51,0.4,0.125,0.5935,0.239,0.13,0.204,-1
"732","I",0.52,0.4,0.11,0.597,0.2935,0.1155,0.16,-1
"733","M",0.52,0.465,0.15,0.9505,0.456,0.199,0.255,-1
"734","I",0.53,0.38,0.125,0.616,0.292,0.113,0.185,-1
"735","F",0.535,0.445,0.125,0.8725,0.417,0.199,0.24,-1
"736","I",0.545,0.43,0.13,0.7595,0.358,0.153,0.2055,-1
"737","I",0.55,0.435,0.165,0.804,0.34,0.194,0.244,-1
"738","I",0.55,0.425,0.13,0.664,0.2695,0.163,0.21,-1
"739","I",0.56,0.43,0.13,0.728,0.3355,0.1435,0.2175,-1
