,0,1,2,3,4,5,6,7,8,9,10,11
511,S,O,No,3,1,1,2,No,0,0,0,negative
512,A,I,No,2,1,1,2,No,0,0,0,negative
513,A,I,No,3,1,1,2,No,0,0,0,negative
514,R,X,No,3,1,1,2,No,0,0,0,negative
515,R,O,No,3,1,1,2,No,0,0,0,negative
516,S,X,No,1,1,2,2,No,0,0,0,negative
517,S,O,Yes,3,1,2,2,No,0,0,0,negative
518,S,O,No,3,1,1,2,No,0,0,0,negative
519,A,O,No,2,1,2,2,No,0,0,0,negative
520,S,I,No,3,1,2,2,No,2,0,0,positive
521,R,O,No,3,1,1,2,No,0,0,0,negative
522,A,I,No,3,1,1,2,No,1,0,0,negative
523,S,X,No,2,1,2,2,No,0,0,0,negative
524,S,O,No,2,1,1,2,No,0,0,0,negative
525,S,O,No,3,1,2,2,No,0,0,0,negative
526,S,I,No,3,1,2,2,No,1,0,0,positive
527,R,O,No,2,1,2,2,No,0,0,0,negative
528,A,I,Yes,3,1,2,2,No,0,0,0,negative
529,R,C,Yes,3,1,1,2,No,1,0,0,negative
530,K,X,No,3,1,1,1,No,0,0,0,negative
531,R,O,No,2,1,1,2,No,0,0,0,negative
532,S,X,No,2,1,1,2,No,0,0,0,negative
533,S,I,Yes,2,1,2,2,No,0,0,0,positive
534,X,O,No,2,1,2,2,No,0,0,0,negative
535,S,I,No,2,1,2,2,No,0,0,0,negative
536,H,C,Yes,3,1,2,2,No,0,0,0,negative
537,X,O,No,2,1,1,2,No,0,0,0,negative
538,H,O,No,3,1,2,2,No,0,0,0,negative
539,X,O,No,3,1,1,2,No,0,0,0,negative
540,R,I,No,2,1,2,2,No,1,0,0,positive
541,S,X,No,1,1,2,2,No,0,0,0,negative
542,A,I,No,3,1,2,2,No,1,0,0,negative
543,K,I,Yes,3,1,2,2,Yes,1,0,0,negative
544,X,O,No,3,1,1,2,No,0,0,0,negative
545,A,I,No,2,1,2,2,No,1,0,0,negative
546,H,O,Yes,2,1,2,2,No,1,0,0,negative
547,S,X,No,2,1,2,1,No,0,0,0,negative
548,R,X,No,2,1,1,2,No,0,0,0,negative
549,X,O,No,1,1,2,2,No,0,0,0,negative
550,S,I,Yes,2,1,2,2,No,1,0,0,negative
551,K,I,Yes,2,1,2,2,No,2,0,0,negative
552,H,O,No,3,1,2,2,No,0,0,0,positive
553,R,O,No,3,1,1,2,No,0,0,0,negative
554,S,O,No,3,1,2,2,No,0,0,0,negative
555,R,X,No,1,1,2,2,No,0,0,0,negative
556,X,I,No,1,1,2,2,No,0,0,0,negative
557,K,I,No,2,1,2,2,No,4,0,0,positive
558,R,O,No,2,1,1,2,No,0,0,0,negative
559,S,X,No,3,1,2,2,No,0,0,0,negative
560,X,O,No,3,1,1,2,No,0,0,0,negative
561,S,X,No,3,1,1,1,No,0,0,0,negative
562,R,X,No,3,1,2,2,No,0,0,0,negative
563,A,I,Yes,3,1,2,2,Yes,1,1,0,positive
564,H,I,No,3,1,2,2,No,1,1,0,negative
565,S,X,No,2,1,2,2,No,0,0,0,negative
566,R,X,No,2,1,1,2,No,0,0,0,negative
567,S,X,No,3,1,1,1,No,0,0,0,negative
568,A,I,Yes,3,1,2,2,No,0,0,0,positive
569,H,I,No,3,1,2,2,No,3,0,0,negative
570,S,X,No,3,1,2,2,No,0,0,0,negative
571,R,X,No,3,1,1,2,No,0,0,0,negative
572,X,O,No,3,1,1,2,No,0,0,0,negative
573,H,O,Yes,2,2,2,2,No,0,0,0,negative
574,S,X,No,2,1,2,2,No,0,0,0,negative
575,S,I,No,3,1,1,2,No,0,0,0,negative
576,A,I,No,2,1,2,2,No,1,0,0,positive
577,R,X,No,3,1,1,2,No,0,0,0,negative
578,A,I,No,2,1,2,2,No,0,0,0,positive
579,A,O,No,2,1,2,2,No,1,0,0,negative
580,S,X,No,3,1,2,2,No,0,0,0,negative
581,S,I,No,3,1,2,2,No,0,0,0,negative
582,R,O,No,2,1,1,2,No,0,0,0,negative
583,X,O,No,3,1,1,2,No,0,0,0,negative
584,A,I,Yes,2,1,2,2,No,1,0,0,positive
585,S,X,No,3,1,2,2,No,0,0,0,negative
586,X,O,No,2,1,1,2,No,0,0,0,negative
587,X,O,No,2,1,1,2,No,0,0,0,negative
588,S,O,No,1,1,2,2,No,0,0,0,negative
589,A,I,No,3,1,2,2,No,0,0,0,negative
590,R,X,No,3,1,1,2,No,0,0,0,negative
591,R,O,No,3,1,1,2,No,0,0,0,negative
592,X,O,No,3,1,1,2,No,0,0,0,negative
593,S,X,No,2,1,2,1,No,0,0,0,negative
594,R,X,Yes,2,1,2,2,No,0,0,0,negative
595,S,O,No,3,1,1,2,No,0,0,0,negative
596,A,I,No,3,1,2,2,No,0,0,0,negative
597,R,X,No,2,1,1,2,No,0,0,0,negative
598,X,O,No,2,1,1,2,No,0,0,0,negative
599,R,O,No,2,1,1,2,No,0,0,0,negative
600,S,X,No,2,1,2,1,No,0,0,0,negative
601,S,X,No,2,1,1,1,No,0,0,0,negative
602,A,X,No,2,1,1,2,No,0,0,0,negative
603,X,O,No,3,1,1,2,No,0,0,0,negative
604,X,I,No,3,1,1,2,No,0,0,0,negative
605,X,O,No,3,1,1,2,No,0,0,0,negative
606,S,X,No,3,1,2,1,No,0,0,0,negative
607,S,O,No,3,1,1,2,No,0,0,0,negative
608,A,X,No,3,1,1,2,No,0,0,0,negative
609,A,O,No,3,1,2,2,No,0,0,0,negative
610,X,O,No,3,1,1,2,No,0,0,0,negative
611,S,X,No,2,1,2,1,No,0,0,0,negative
612,R,O,No,2,1,1,2,No,0,0,0,negative
613,A,O,No,2,1,2,2,No,0,0,0,negative
614,R,O,No,3,1,1,2,No,0,0,0,negative
615,S,X,No,2,1,2,1,No,0,0,0,negative
616,R,X,No,1,1,1,2,No,1,0,0,negative
617,S,X,No,1,1,1,2,No,0,0,0,negative
618,S,I,No,3,1,1,2,No,1,0,0,negative
619,A,X,No,3,1,2,1,No,0,0,0,negative
620,X,I,No,2,1,1,2,No,0,0,0,negative
621,S,X,No,2,1,1,2,No,0,0,0,negative
622,S,O,No,2,1,1,2,No,0,0,0,negative
623,A,O,No,3,1,2,2,No,0,0,0,negative
624,X,O,Yes,2,1,1,2,No,0,0,0,negative
625,S,X,No,2,1,1,2,No,0,0,0,negative
626,R,X,No,2,1,1,2,No,0,0,0,negative
627,R,O,No,3,1,1,2,No,0,0,0,negative
628,S,O,Yes,2,1,1,2,No,0,0,0,negative
629,X,O,No,1,1,1,2,No,0,0,0,negative
630,S,X,No,2,1,1,2,No,0,0,0,negative
631,X,O,No,3,1,1,2,No,0,0,0,negative
632,R,X,No,2,1,1,2,No,0,0,0,negative
633,R,O,No,2,1,1,2,No,0,0,0,negative
634,A,X,No,2,1,2,2,No,0,0,0,negative
635,H,X,No,3,1,1,2,No,0,0,0,negative
636,X,O,No,1,1,1,2,No,0,0,0,negative
637,R,X,No,1,1,1,2,No,0,0,0,negative
638,S,X,No,2,1,1,2,No,1,0,0,negative
639,R,O,No,3,1,1,2,No,0,0,0,negative
640,H,X,No,2,1,1,2,No,0,0,0,negative
641,X,O,No,3,1,1,2,No,0,0,0,negative
642,S,X,No,2,1,1,2,No,1,0,0,negative
643,R,O,No,2,1,1,2,No,0,0,0,negative
644,X,O,No,1,1,2,2,No,0,0,0,negative
645,S,X,No,2,1,1,2,No,0,0,0,negative
646,S,O,Yes,2,1,1,2,No,0,0,0,negative
647,X,O,No,3,1,1,2,No,1,0,0,negative
648,S,O,No,2,1,1,2,No,0,0,0,negative
649,S,X,No,3,1,1,2,No,0,0,0,negative
650,S,O,Yes,3,1,1,2,No,0,0,0,negative
651,X,O,Yes,3,1,1,2,No,0,0,0,negative
652,S,O,No,3,1,1,2,No,0,0,0,negative
653,X,O,No,2,1,1,2,No,0,0,0,negative
654,A,X,No,3,1,1,1,No,0,0,0,negative
655,A,X,No,3,1,1,1,No,0,0,0,negative
656,A,X,No,2,1,1,1,No,0,0,0,negative
657,A,X,No,2,1,1,1,No,0,0,0,negative
658,S,X,No,2,1,1,2,No,0,0,0,negative
659,R,O,No,2,1,1,2,No,1,0,0,negative
660,A,I,No,3,1,1,2,No,0,1,0,negative
661,A,O,No,3,1,1,2,No,0,0,0,negative
662,S,X,No,2,1,1,1,No,0,0,0,negative
663,S,X,No,2,1,1,1,No,0,0,0,negative
664,S,O,No,3,1,1,2,No,0,0,0,negative
665,S,X,No,2,1,1,1,No,0,0,0,negative
666,S,X,No,3,1,1,2,No,0,0,0,negative
667,A,I,No,3,1,2,2,No,3,0,0,negative
668,S,X,No,2,1,1,2,No,0,0,0,negative
669,R,O,No,3,1,1,2,No,0,0,0,negative
670,A,I,No,3,1,2,2,No,0,1,0,negative
671,A,O,No,3,1,1,2,No,0,0,0,negative
672,S,X,No,2,1,1,1,No,0,0,0,negative
673,S,X,No,2,1,1,1,No,0,0,0,negative
674,S,X,No,2,1,1,2,No,0,0,0,negative
675,S,X,No,3,1,1,1,No,2,0,0,negative
676,H,O,No,3,1,2,2,No,0,0,0,negative
677,S,X,No,2,1,1,2,No,0,0,0,negative
678,S,O,Yes,2,2,2,2,No,1,1,0,negative
679,S,X,No,3,1,1,1,No,0,0,0,negative
680,S,X,No,3,1,1,1,No,0,0,0,negative
681,S,O,No,3,1,1,2,No,3,0,0,negative
682,A,I,No,3,1,1,2,No,0,0,0,positive
683,S,O,No,2,1,2,2,No,0,0,0,negative
684,S,X,No,2,1,1,2,No,0,0,0,negative
685,R,O,No,2,1,1,2,No,0,0,0,negative
686,S,X,No,1,1,1,2,No,0,0,0,negative
687,S,O,No,1,1,1,2,No,0,0,0,negative
688,S,O,No,3,1,1,2,No,0,0,0,negative
689,R,O,No,2,1,1,2,No,0,0,0,negative
690,S,X,No,1,2,2,2,No,0,0,0,negative
691,S,O,No,3,1,1,2,No,0,0,0,negative
692,K,I,Yes,3,1,2,2,No,2,0,0,negative
693,A,I,No,3,1,2,2,No,3,0,0,negative
694,S,X,No,2,1,2,1,No,0,0,0,negative
695,R,O,No,3,1,1,2,No,0,0,0,negative
696,S,X,No,3,1,1,2,No,0,0,0,negative
697,R,O,No,2,1,1,2,No,0,0,0,negative
698,S,X,No,3,1,2,2,No,0,0,0,negative
699,S,O,No,2,1,1,2,No,0,0,0,negative
700,S,O,No,2,1,1,2,No,0,0,0,negative
701,K,I,Yes,3,1,2,2,No,0,0,0,negative
702,A,I,No,2,1,2,2,No,0,0,0,negative
703,S,X,No,3,1,2,1,No,0,0,0,negative
704,R,O,No,3,1,1,2,No,0,0,0,negative
705,X,O,No,3,1,1,2,No,0,0,0,negative
706,S,X,No,2,1,1,2,No,0,0,0,negative
707,R,X,No,1,1,1,2,No,0,0,0,negative
708,S,X,No,2,1,2,2,No,0,0,0,negative
709,S,X,No,1,1,1,2,No,0,0,0,negative
710,S,X,No,2,1,1,2,No,0,0,0,negative
711,S,I,Yes,3,1,2,2,No,0,0,0,negative
712,S,X,No,2,1,2,1,No,0,0,0,negative
713,R,O,No,2,1,1,2,No,0,0,0,negative
714,R,O,No,3,1,1,2,No,0,0,0,negative
715,S,X,No,2,1,2,2,No,0,0,0,negative
716,S,X,No,1,1,1,2,No,0,0,0,negative
717,S,O,No,2,1,2,2,No,3,0,0,negative
718,S,O,No,2,1,2,2,No,0,0,0,negative
719,S,X,No,2,1,2,1,No,0,0,0,negative
720,S,O,No,3,1,1,2,No,0,0,0,negative
721,X,O,No,3,1,1,2,No,0,0,0,negative
722,S,X,No,2,1,1,2,No,0,0,0,negative
723,S,X,No,2,1,1,2,No,0,0,0,negative
724,K,I,Yes,2,1,2,2,No,3,0,0,negative
725,S,O,No,2,1,2,2,No,0,0,0,negative
726,X,O,No,3,1,1,2,No,0,0,0,negative
727,A,I,No,3,1,1,2,No,1,0,0,negative
728,R,O,No,3,1,1,2,No,0,0,0,negative
729,S,X,No,2,1,2,2,No,0,0,0,negative
730,S,X,No,2,1,1,2,No,0,0,0,negative
731,S,X,No,3,1,1,2,No,0,0,0,negative
732,K,I,Yes,2,1,2,2,No,0,0,0,negative
733,S,O,No,2,1,2,2,No,0,0,0,negative
734,X,O,No,1,1,1,2,No,0,0,0,negative
735,A,I,No,3,1,2,2,No,0,0,0,negative
736,S,O,No,2,1,1,2,No,0,0,0,negative
737,S,X,No,2,1,1,2,No,0,0,0,negative
738,A,O,No,2,1,2,2,No,0,1,0,negative
739,S,O,No,1,1,2,2,No,0,0,0,negative
740,A,I,No,3,1,1,2,No,0,0,0,negative
741,A,I,No,3,1,1,2,No,0,0,0,negative
742,S,I,No,3,1,1,2,No,0,0,0,negative
743,S,I,No,3,1,1,2,No,0,0,0,negative
744,S,X,No,2,1,1,2,No,0,0,0,negative
745,A,O,Yes,2,3,2,2,No,0,0,0,negative
746,S,X,No,2,1,2,1,No,0,0,0,negative
747,R,X,No,3,1,1,2,No,0,0,0,negative
748,A,I,No,2,1,2,2,No,0,0,0,negative
749,K,I,No,3,1,2,2,No,1,0,0,negative
750,A,O,No,3,1,2,2,No,0,0,0,negative
751,K,I,No,3,1,2,2,No,0,0,0,negative
752,S,X,No,3,1,1,1,No,0,0,0,negative
753,A,O,No,2,1,2,2,No,0,0,0,negative
754,S,O,No,2,1,2,2,No,0,0,0,negative
755,S,X,No,3,1,2,1,No,0,0,0,negative
756,K,I,Yes,2,1,2,2,No,0,0,0,negative
757,X,O,No,2,1,2,2,No,0,0,0,negative
758,K,I,No,2,1,2,2,No,1,0,0,negative
759,R,X,No,3,1,1,2,No,1,0,0,negative
760,S,X,No,3,1,1,1,No,0,0,0,negative
761,S,X,No,1,1,2,2,No,0,0,0,negative
762,K,C,No,2,1,2,2,Yes,0,1,1,positive
763,K,C,Yes,3,1,2,2,Yes,0,0,0,negative
764,A,I,No,3,1,1,2,No,0,2,0,negative
765,R,O,No,3,1,1,2,No,0,0,0,negative
766,R,X,No,2,1,1,2,No,0,0,0,negative
767,X,O,No,3,1,1,2,No,0,0,0,negative
768,A,I,No,2,1,2,2,No,1,0,0,negative
769,K,C,Yes,2,3,2,2,Yes,0,0,0,negative
770,K,C,No,3,1,2,2,Yes,0,0,0,positive
771,S,I,No,2,1,1,2,No,0,0,0,negative
772,S,X,No,3,1,1,2,No,0,0,0,negative
773,S,O,No,3,1,1,2,No,0,0,0,negative
774,S,X,No,2,1,1,1,No,0,0,0,negative
775,S,X,No,2,1,2,1,No,0,0,0,negative
776,S,O,No,1,1,2,2,No,0,0,0,negative
777,K,C,Yes,3,3,2,2,Yes,1,0,1,negative
778,K,I,No,2,1,2,2,Yes,0,0,0,positive
779,R,I,No,2,1,1,2,No,0,0,0,negative
780,S,O,No,3,1,1,2,No,0,0,0,negative
781,R,O,No,3,1,1,2,No,0,0,0,negative
782,S,X,No,3,1,1,1,No,0,0,0,negative
783,R,O,No,2,1,1,2,No,0,0,0,negative
784,S,X,No,2,1,2,1,No,0,0,0,negative
785,S,X,Yes,2,1,2,2,No,0,0,0,negative
786,K,C,Yes,2,3,2,2,Yes,2,2,0,negative
787,K,I,No,3,1,2,2,Yes,1,0,0,negative
788,K,C,Yes,2,3,2,2,Yes,0,0,0,negative
789,A,I,No,3,1,2,2,No,0,0,0,negative
790,S,X,No,2,1,1,1,No,0,0,0,negative
791,R,O,No,3,1,1,2,No,0,0,0,negative
792,K,C,Yes,2,2,2,2,Yes,4,0,0,negative
793,S,X,No,2,1,1,2,No,0,0,0,negative
794,A,O,Yes,2,1,2,2,No,0,0,0,negative
795,R,I,No,3,1,2,2,No,0,0,0,negative
796,S,X,No,2,1,1,1,No,0,0,0,negative
797,R,X,No,3,1,1,2,No,0,0,0,negative
798,S,O,No,3,1,1,2,No,0,0,0,negative
799,R,X,No,2,1,1,1,No,0,0,0,negative
800,K,C,Yes,2,2,2,2,Yes,0,0,0,negative
801,S,I,Yes,2,1,2,2,No,2,0,0,positive
802,S,X,No,3,1,1,2,No,0,0,0,negative
803,S,O,No,3,1,2,2,No,0,0,0,negative
804,A,I,No,2,1,2,2,No,0,0,0,negative
805,A,X,No,3,1,1,1,No,0,0,0,negative
806,S,O,No,2,1,1,2,No,0,0,0,negative
807,S,X,No,2,1,1,1,No,0,0,0,negative
808,S,O,No,3,1,1,2,No,0,0,0,negative
809,K,C,Yes,3,1,2,2,Yes,2,1,0,negative
810,A,I,Yes,2,1,2,2,No,0,0,0,positive
811,S,O,No,2,1,2,2,No,0,0,0,negative
812,A,X,No,2,1,1,1,No,0,0,0,negative
813,X,O,No,3,1,1,2,No,0,0,0,negative
814,S,X,No,3,1,1,1,No,0,0,0,negative
815,A,O,No,3,1,1,2,No,0,0,0,negative
816,H,O,No,3,1,2,2,No,0,0,0,negative
817,K,C,Yes,2,1,2,2,No,0,0,0,negative
818,A,I,No,2,1,2,2,No,0,0,0,positive
819,S,O,No,2,1,2,2,No,0,0,0,negative
820,A,I,No,1,1,2,2,No,1,1,0,negative
821,A,X,No,2,1,1,1,No,0,0,0,negative
822,S,X,No,2,1,1,1,No,0,0,0,negative
823,A,O,No,2,1,1,2,No,0,0,0,negative
824,H,O,No,3,1,2,2,No,0,0,0,negative
825,S,O,No,3,1,1,2,No,0,0,0,negative
826,S,X,No,1,1,2,2,No,0,0,0,negative
827,S,X,No,3,1,1,1,No,0,0,0,negative
828,R,O,No,3,1,1,2,No,0,0,0,negative
829,A,I,Yes,3,2,1,2,No,0,0,0,negative
830,S,X,No,2,1,1,1,No,0,0,0,negative
831,R,O,No,3,1,1,2,No,1,0,0,negative
832,R,O,No,2,1,1,2,No,0,0,0,negative
833,H,O,No,2,1,2,2,No,0,0,0,negative
834,S,O,No,2,1,1,2,No,0,0,0,negative
835,A,I,No,2,1,2,2,No,0,0,0,negative
836,S,X,No,2,1,1,1,No,1,0,0,negative
837,S,O,No,3,1,1,2,No,0,0,0,negative
838,S,X,No,2,1,1,2,No,0,0,0,negative
839,X,O,No,1,1,1,2,No,0,0,0,negative
840,A,O,No,2,1,2,2,No,4,1,0,negative
841,S,X,No,3,1,1,1,No,1,0,0,negative
842,H,O,No,3,1,2,2,No,0,0,0,negative
843,A,I,Yes,2,1,2,2,No,0,0,0,negative
844,S,O,No,3,1,1,2,No,0,0,0,negative
845,S,X,No,1,1,1,1,No,0,0,0,negative
846,S,X,No,2,1,1,2,No,0,0,0,negative
847,S,X,No,2,2,2,2,No,0,0,0,negative
848,S,X,Yes,2,1,1,2,No,0,0,0,negative
849,S,X,No,2,1,1,1,No,0,0,0,negative
850,S,X,Yes,2,1,1,2,No,0,0,0,negative
851,S,O,No,2,1,2,2,No,0,0,0,negative
852,R,X,No,2,1,1,2,No,0,0,0,negative
853,X,O,No,1,1,1,2,No,0,0,0,negative
854,A,O,No,2,1,1,2,No,1,0,0,negative
855,X,I,No,2,1,1,2,No,0,0,0,negative
856,S,X,No,3,1,1,2,No,0,0,0,negative
857,X,O,No,3,1,1,2,No,0,0,0,negative
858,A,I,Yes,3,1,1,2,No,2,0,0,negative
859,X,O,No,3,1,1,2,No,0,0,0,negative
860,A,I,Yes,2,1,1,2,No,8,0,0,negative
861,R,X,No,2,1,1,2,No,0,0,0,negative
862,R,O,No,2,1,1,2,No,0,0,0,negative
863,R,O,No,3,1,1,2,No,0,0,0,negative
864,A,O,No,3,1,1,2,No,1,0,0,negative
865,X,O,No,3,1,1,2,No,0,0,0,negative
866,A,I,No,3,1,2,2,No,0,0,0,negative
867,R,O,No,3,1,1,2,No,0,0,0,negative
868,S,O,No,2,1,1,2,No,3,0,0,negative
869,S,O,No,2,1,2,2,No,0,0,0,negative
870,A,I,No,2,1,2,2,Yes,1,0,0,positive
871,A,X,No,2,1,2,2,No,0,0,0,negative
872,S,O,Yes,3,1,2,2,No,0,0,0,negative
873,S,X,No,2,1,1,1,No,0,0,0,negative
874,A,I,No,2,1,2,2,No,1,0,0,negative
875,S,O,Yes,2,1,1,2,No,1,0,0,negative
876,R,O,No,3,1,1,2,No,0,0,0,negative
877,S,I,No,2,1,2,2,No,0,0,0,negative
878,S,O,Yes,3,1,1,2,No,0,0,0,negative
879,X,O,No,3,1,1,2,No,0,0,0,negative
880,S,O,No,2,1,2,2,No,0,0,0,negative
881,S,O,No,3,1,1,2,No,0,0,0,negative
882,H,O,No,3,1,1,2,No,0,0,0,negative
883,X,O,No,1,1,1,2,No,0,0,0,negative
884,S,O,No,2,1,1,2,No,2,0,0,negative
885,S,X,Yes,2,1,1,1,No,0,0,0,negative
886,K,C,No,3,1,2,2,No,0,1,0,negative
887,R,X,No,1,1,2,2,No,0,0,0,negative
888,S,X,No,2,1,1,1,No,0,0,0,negative
889,S,X,No,3,1,1,1,No,0,0,0,negative
890,S,O,Yes,2,1,1,2,No,0,0,0,negative
891,S,X,No,3,1,1,2,No,1,0,0,negative
892,S,X,No,2,1,1,2,No,0,0,0,negative
893,K,C,Yes,3,1,2,2,Yes,0,0,0,positive
894,R,I,No,3,1,1,2,No,0,0,0,negative
895,R,I,No,3,1,1,2,No,0,0,0,negative
896,R,O,No,3,1,1,2,No,0,0,0,negative
897,A,I,No,3,1,1,2,No,0,1,0,negative
898,S,O,No,3,1,1,2,No,1,0,0,negative
899,S,X,Yes,2,1,1,2,No,0,0,0,negative
900,R,I,No,3,1,1,2,No,1,0,0,negative
901,S,I,Yes,2,1,2,2,No,0,0,0,negative
902,A,I,Yes,2,1,2,2,No,1,0,1,positive
903,R,O,No,3,1,1,2,No,0,0,0,negative
904,R,C,No,3,1,2,2,No,1,0,0,negative
905,S,X,No,1,1,2,2,No,0,0,0,negative
906,R,O,No,2,1,1,2,No,0,0,0,negative
907,X,I,No,3,1,1,2,No,0,0,0,negative
908,S,X,No,1,1,1,2,No,0,0,0,negative
909,R,O,No,3,1,1,2,No,0,0,0,negative
910,S,O,No,2,1,2,2,No,0,0,0,negative
911,X,O,Yes,1,1,2,2,No,0,0,0,negative
912,X,O,No,2,1,1,2,No,0,0,0,negative
913,R,O,No,1,1,1,2,No,0,0,0,negative
914,S,X,No,3,1,1,2,No,0,0,0,negative
915,R,X,No,3,1,1,2,No,0,0,0,negative
916,R,O,No,2,1,2,2,No,0,0,0,negative
917,A,I,Yes,2,1,2,2,No,0,0,0,negative
918,A,O,No,2,1,2,2,No,0,0,0,negative
919,X,O,No,3,1,1,2,No,0,0,0,negative
920,S,X,No,2,1,2,2,No,0,0,0,negative
921,A,I,Yes,3,3,2,2,No,2,0,0,negative
922,A,X,No,2,1,2,2,No,0,0,0,negative
923,X,O,No,3,1,1,2,No,0,0,0,negative
924,A,I,Yes,2,1,2,2,No,0,1,0,negative
925,R,X,No,2,1,1,2,No,0,0,0,negative
926,R,X,No,2,1,1,2,No,0,0,0,negative
927,X,O,No,3,1,1,2,No,0,0,0,negative
928,X,O,No,3,1,1,2,No,0,0,0,negative
929,S,X,No,2,1,1,1,No,0,0,0,negative
930,X,O,No,3,1,1,2,No,0,0,0,negative
931,S,O,No,3,1,1,2,No,1,0,0,negative
932,R,O,No,3,1,1,2,No,0,0,0,negative
933,X,O,No,3,1,1,2,No,0,0,0,negative
934,R,O,No,2,1,1,2,No,1,0,0,negative
935,A,C,Yes,3,1,2,2,No,0,0,0,negative
936,A,O,No,3,1,1,2,No,0,0,0,negative
937,S,X,No,3,1,1,2,No,0,0,0,negative
938,A,O,No,1,1,2,2,No,0,0,0,negative
939,R,O,Yes,2,1,1,2,No,0,0,0,negative
940,S,X,No,3,1,1,2,No,0,0,0,negative
941,R,I,No,3,1,2,2,No,0,0,0,negative
942,A,X,No,2,1,1,1,No,0,0,0,negative
943,A,I,Yes,3,1,2,2,No,2,0,0,negative
944,H,X,No,3,1,2,1,No,0,0,0,negative
945,A,I,No,2,1,1,2,No,0,0,0,negative
946,X,O,No,3,1,1,2,No,0,0,0,negative
947,S,X,No,2,1,1,2,No,0,0,0,negative
948,A,I,Yes,2,1,2,2,No,3,0,0,negative
949,S,X,No,3,1,1,1,No,0,0,0,negative
950,R,O,No,3,1,1,2,No,0,0,0,negative
951,A,C,Yes,2,1,2,2,No,0,0,0,negative
952,A,O,No,3,1,2,2,No,0,0,0,negative
953,R,I,Yes,3,1,2,2,No,1,0,0,negative
954,S,X,No,2,1,2,1,No,0,0,0,negative
955,A,I,Yes,2,1,2,2,No,3,0,0,positive
956,R,O,No,2,1,2,2,No,0,0,0,negative
957,A,I,Yes,3,3,2,2,No,1,0,0,negative
958,A,I,No,2,1,2,2,No,0,0,0,negative
959,S,X,No,2,1,2,1,No,0,0,0,negative
960,R,O,No,3,1,1,2,No,0,0,0,negative
961,R,O,No,2,1,2,2,No,0,0,0,negative
962,S,X,Yes,2,1,1,1,No,1,0,0,negative
963,A,I,Yes,3,1,2,2,No,0,0,0,negative
964,R,O,No,1,1,2,2,No,0,0,0,negative
965,S,X,No,2,1,1,2,No,0,0,0,negative
966,S,X,No,2,1,2,1,No,0,0,0,negative
967,A,I,No,2,1,2,2,No,0,0,0,negative
968,R,X,No,2,1,2,1,No,0,0,0,negative
969,S,O,No,3,1,1,2,No,0,0,0,negative
970,A,O,No,3,1,2,2,No,0,0,0,negative
971,A,I,No,3,1,2,2,No,1,0,0,negative
972,S,X,No,3,1,1,2,No,0,0,0,negative
973,S,O,Yes,2,1,1,2,No,0,0,0,positive
974,S,O,Yes,2,3,2,2,No,0,0,0,negative
975,R,I,No,3,1,1,2,No,0,0,0,negative
976,S,I,No,3,1,1,2,No,0,0,0,negative
977,R,O,No,2,1,2,2,No,0,0,0,negative
978,S,O,No,2,1,1,2,No,0,0,0,negative
979,A,I,No,2,1,1,2,No,0,0,0,negative
980,S,O,No,3,1,1,2,No,6,0,0,negative
981,S,X,No,1,1,1,2,No,0,0,0,negative
982,A,X,No,1,1,2,2,No,0,0,0,negative
983,R,X,No,2,1,1,2,No,0,0,0,negative
984,R,X,No,3,1,2,2,No,0,0,0,negative
985,H,O,No,2,1,2,2,No,1,0,0,positive
986,R,X,No,2,1,1,2,No,0,0,0,negative
987,X,O,No,2,1,2,2,No,0,0,0,negative
988,K,I,No,2,1,2,2,No,1,0,0,positive
989,X,I,No,3,1,1,2,No,0,0,0,negative
990,H,I,Yes,3,1,2,2,No,0,0,0,negative
991,R,X,No,2,1,1,2,No,0,0,0,negative
992,R,X,No,3,1,2,2,No,0,0,0,negative
993,S,X,No,3,1,1,1,No,0,0,0,negative
994,A,I,Yes,2,3,2,2,No,0,0,0,positive
995,R,X,No,2,1,1,2,No,0,0,0,negative
996,H,O,Yes,2,1,2,2,No,1,0,0,negative
997,S,X,No,3,1,2,2,No,0,0,0,negative
998,S,I,No,3,1,1,2,No,0,0,0,negative
999,A,O,No,3,1,2,2,No,0,0,0,negative
1000,X,O,No,3,1,1,2,No,0,0,0,negative
1001,X,I,No,3,1,1,2,No,0,0,0,negative
1002,X,I,No,3,1,1,2,No,0,0,0,negative
1003,A,O,No,2,1,2,2,No,0,0,0,negative
1004,R,O,No,3,1,1,2,No,0,0,0,negative
1005,S,X,No,3,1,1,2,No,0,0,0,negative
1006,X,O,Yes,2,1,2,2,No,2,0,0,negative
1007,X,O,No,3,1,1,2,No,0,0,0,negative
1008,A,X,No,2,1,2,2,No,0,0,0,negative
1009,A,X,No,3,1,2,2,No,0,0,0,negative
1010,X,O,No,2,1,2,2,No,0,0,0,negative
1011,S,X,No,3,1,1,1,No,0,0,0,negative
1012,S,X,No,3,1,1,2,No,0,0,0,negative
1013,A,I,No,3,1,2,2,No,2,0,0,negative
1014,X,O,No,3,1,1,2,No,0,0,0,negative
1015,R,O,Yes,2,1,1,2,No,0,0,0,negative
1016,R,O,No,2,1,1,2,No,0,0,0,negative
1017,S,O,Yes,2,3,2,2,No,0,0,0,negative
1018,A,I,Yes,3,1,1,2,No,3,0,0,negative
1019,A,O,No,3,1,2,2,No,0,0,0,negative
